cde_id	amp_variable	sb_source	table_schema_field	example_source_value	spec_origin	spec_status	schema_error	sb_value_set
278	other_relative_with_pd	AMP-PD	"{""name"":""other_relative_with_pd"",""type"":""string"",""constraints"":{""enum"":[""No"",""Yes"",""Unknown""]},""categories"":[{""value"":""No"",""label"":""No""},{""value"":""Yes"",""label"":""Yes""},{""value"":""Unknown"",""label"":""Unknown""}]}"	No	SB:amp_value_set	sb_fallback		No | Yes | Unknown
279	parkinsonism	AMP-PD	"{""name"":""parkinsonism"",""type"":""string"",""constraints"":{""enum"":[""Yes"",""No"",""NA""]},""categories"":[{""value"":""Yes"",""label"":""Yes""},{""value"":""No"",""label"":""No""},{""value"":""NA"",""label"":""NA""}]}"	Yes	SB:amp_value_set	sb_fallback		Yes | No | NA
280	participant_id	AMP-PD	"{""name"":""participant_id"",""type"":""string""}"	participant_id_0001	AMP:pdrd/Caffeine_history_dictionary.csv	amp_sourced		
281	path_braak_lb	AMP-PD	"{""name"":""path_braak_lb"",""type"":""string"",""constraints"":{""enum"":[""0"",""1"",""2"",""3"",""4"",""5"",""6"",""NA""]},""categories"":[{""value"":""0"",""label"":""0""},{""value"":""1"",""label"":""1""},{""value"":""2"",""label"":""2""},{""value"":""3"",""label"":""3""},{""value"":""4"",""label"":""4""},{""value"":""5"",""label"":""5""},{""value"":""6"",""label"":""6""},{""value"":""NA"",""label"":""NA""}]}"	0	SB:amp_value_set	sb_fallback		0 | 1 | 2 | 3 | 4 | 5 | 6 | NA
282	path_braak_nft	AMP-PD	"{""name"":""path_braak_nft"",""type"":""string"",""constraints"":{""enum"":[""0"",""1"",""2"",""3"",""4"",""5"",""6"",""NA""]},""categories"":[{""value"":""0"",""label"":""0""},{""value"":""1"",""label"":""1""},{""value"":""2"",""label"":""2""},{""value"":""3"",""label"":""3""},{""value"":""4"",""label"":""4""},{""value"":""5"",""label"":""5""},{""value"":""6"",""label"":""6""},{""value"":""NA"",""label"":""NA""}]}"	0	SB:amp_value_set	sb_fallback		0 | 1 | 2 | 3 | 4 | 5 | 6 | NA
283	path_cerad	AMP-PD	"{""name"":""path_cerad"",""type"":""string"",""constraints"":{""enum"":[""0"",""A"",""B"",""C"",""NA""]},""categories"":[{""value"":""0"",""label"":""0""},{""value"":""A"",""label"":""A""},{""value"":""B"",""label"":""B""},{""value"":""C"",""label"":""C""},{""value"":""NA"",""label"":""NA""}]}"	0	SB:amp_value_set	sb_fallback		0 | A | B | C | NA
284	path_dlb_prob	AMP-PD	"{""name"":""path_dlb_prob"",""type"":""string"",""constraints"":{""enum"":[""Low Likelihood"",""Intermediate Likelihood"",""High Likelihood"",""NA""]},""categories"":[{""value"":""Low Likelihood"",""label"":""Low Likelihood""},{""value"":""Intermediate Likelihood"",""label"":""Intermediate Likelihood""},{""value"":""High Likelihood"",""label"":""High Likelihood""},{""value"":""NA"",""label"":""NA""}]}"	Low Likelihood	SB:amp_value_set	sb_fallback		Low Likelihood | Intermediate Likelihood | High Likelihood | NA
285	pd_diagnosis_months_after_baseline	AMP-PD	"{""name"":""pd_diagnosis_months_after_baseline"",""type"":""number""}"		AMP:pdrd/PD_Medical_History_dictionary.csv	amp_sourced		
286	pd_medication_initiation_months_after_baseline	AMP-PD	"{""name"":""pd_medication_initiation_months_after_baseline"",""type"":""number""}"		AMP:pdrd/PD_Medical_History_dictionary.csv	amp_sourced		
287	pd_medication_recent_use_months_after_baseline	AMP-PD	"{""name"":""pd_medication_recent_use_months_after_baseline"",""type"":""number""}"		AMP:pdrd/PD_Medical_History_dictionary.csv	amp_sourced		
288	pd_medication_start_months_after_baseline	AMP-PD	"{""name"":""pd_medication_start_months_after_baseline"",""type"":""number""}"		AMP:pdrd/PD_Medical_History_dictionary.csv	amp_sourced		
289	pdq39_01_doing_leisure_activity	AMP-PD	"{""name"":""pdq39_01_doing_leisure_activity"",""type"":""string"",""constraints"":{""enum"":[""Never"",""Occasionally"",""Often"",""Sometimes"",""Always or cannot do at all""]},""categories"":[{""value"":""Never"",""label"":""Never""},{""value"":""Occasionally"",""label"":""Occasionally""},{""value"":""Often"",""label"":""Often""},{""value"":""Sometimes"",""label"":""Sometimes""},{""value"":""Always or cannot do at all"",""label"":""Always or cannot do at all""}]}"	Never	SB:amp_value_set	sb_fallback		Never | Occasionally | Often | Sometimes | Always or cannot do at all
290	pdq39_02_looking_after_home	AMP-PD	"{""name"":""pdq39_02_looking_after_home"",""type"":""string"",""constraints"":{""enum"":[""Never"",""Occasionally"",""Often"",""Sometimes"",""Always or cannot do at all""]},""categories"":[{""value"":""Never"",""label"":""Never""},{""value"":""Occasionally"",""label"":""Occasionally""},{""value"":""Often"",""label"":""Often""},{""value"":""Sometimes"",""label"":""Sometimes""},{""value"":""Always or cannot do at all"",""label"":""Always or cannot do at all""}]}"	Never	SB:amp_value_set	sb_fallback		Never | Occasionally | Often | Sometimes | Always or cannot do at all
291	pdq39_03_carrying_shopping_bags	AMP-PD	"{""name"":""pdq39_03_carrying_shopping_bags"",""type"":""string"",""constraints"":{""enum"":[""Never"",""Occasionally"",""Often"",""Sometimes"",""Always or cannot do at all""]},""categories"":[{""value"":""Never"",""label"":""Never""},{""value"":""Occasionally"",""label"":""Occasionally""},{""value"":""Often"",""label"":""Often""},{""value"":""Sometimes"",""label"":""Sometimes""},{""value"":""Always or cannot do at all"",""label"":""Always or cannot do at all""}]}"	Never	SB:amp_value_set	sb_fallback		Never | Occasionally | Often | Sometimes | Always or cannot do at all
292	pdq39_04_walking_half_mile	AMP-PD	"{""name"":""pdq39_04_walking_half_mile"",""type"":""string"",""constraints"":{""enum"":[""Never"",""Occasionally"",""Often"",""Sometimes"",""Always or cannot do at all""]},""categories"":[{""value"":""Never"",""label"":""Never""},{""value"":""Occasionally"",""label"":""Occasionally""},{""value"":""Often"",""label"":""Often""},{""value"":""Sometimes"",""label"":""Sometimes""},{""value"":""Always or cannot do at all"",""label"":""Always or cannot do at all""}]}"	Never	SB:amp_value_set	sb_fallback		Never | Occasionally | Often | Sometimes | Always or cannot do at all
293	pdq39_05_walking_100_yards	AMP-PD	"{""name"":""pdq39_05_walking_100_yards"",""type"":""string"",""constraints"":{""enum"":[""Never"",""Occasionally"",""Often"",""Sometimes"",""Always or cannot do at all""]},""categories"":[{""value"":""Never"",""label"":""Never""},{""value"":""Occasionally"",""label"":""Occasionally""},{""value"":""Often"",""label"":""Often""},{""value"":""Sometimes"",""label"":""Sometimes""},{""value"":""Always or cannot do at all"",""label"":""Always or cannot do at all""}]}"	Never	SB:amp_value_set	sb_fallback		Never | Occasionally | Often | Sometimes | Always or cannot do at all
294	pdq39_06_getting_around_house	AMP-PD	"{""name"":""pdq39_06_getting_around_house"",""type"":""string"",""constraints"":{""enum"":[""Never"",""Occasionally"",""Often"",""Sometimes"",""Always or cannot do at all""]},""categories"":[{""value"":""Never"",""label"":""Never""},{""value"":""Occasionally"",""label"":""Occasionally""},{""value"":""Often"",""label"":""Often""},{""value"":""Sometimes"",""label"":""Sometimes""},{""value"":""Always or cannot do at all"",""label"":""Always or cannot do at all""}]}"	Never	SB:amp_value_set	sb_fallback		Never | Occasionally | Often | Sometimes | Always or cannot do at all
295	pdq39_07_getting_around_in_public	AMP-PD	"{""name"":""pdq39_07_getting_around_in_public"",""type"":""string"",""constraints"":{""enum"":[""Never"",""Occasionally"",""Often"",""Sometimes"",""Always or cannot do at all""]},""categories"":[{""value"":""Never"",""label"":""Never""},{""value"":""Occasionally"",""label"":""Occasionally""},{""value"":""Often"",""label"":""Often""},{""value"":""Sometimes"",""label"":""Sometimes""},{""value"":""Always or cannot do at all"",""label"":""Always or cannot do at all""}]}"	Never	SB:amp_value_set	sb_fallback		Never | Occasionally | Often | Sometimes | Always or cannot do at all
296	pdq39_08_need_someone_to_accompany	AMP-PD	"{""name"":""pdq39_08_need_someone_to_accompany"",""type"":""string"",""constraints"":{""enum"":[""Never"",""Occasionally"",""Often"",""Sometimes"",""Always or cannot do at all""]},""categories"":[{""value"":""Never"",""label"":""Never""},{""value"":""Occasionally"",""label"":""Occasionally""},{""value"":""Often"",""label"":""Often""},{""value"":""Sometimes"",""label"":""Sometimes""},{""value"":""Always or cannot do at all"",""label"":""Always or cannot do at all""}]}"	Never	SB:amp_value_set	sb_fallback		Never | Occasionally | Often | Sometimes | Always or cannot do at all
297	pdq39_09_worried_about_falling	AMP-PD	"{""name"":""pdq39_09_worried_about_falling"",""type"":""string"",""constraints"":{""enum"":[""Never"",""Occasionally"",""Often"",""Sometimes"",""Always or cannot do at all""]},""categories"":[{""value"":""Never"",""label"":""Never""},{""value"":""Occasionally"",""label"":""Occasionally""},{""value"":""Often"",""label"":""Often""},{""value"":""Sometimes"",""label"":""Sometimes""},{""value"":""Always or cannot do at all"",""label"":""Always or cannot do at all""}]}"	Never	SB:amp_value_set	sb_fallback		Never | Occasionally | Often | Sometimes | Always or cannot do at all
298	pdq39_10_confined_to_house	AMP-PD	"{""name"":""pdq39_10_confined_to_house"",""type"":""string"",""constraints"":{""enum"":[""Never"",""Occasionally"",""Often"",""Sometimes"",""Always or cannot do at all""]},""categories"":[{""value"":""Never"",""label"":""Never""},{""value"":""Occasionally"",""label"":""Occasionally""},{""value"":""Often"",""label"":""Often""},{""value"":""Sometimes"",""label"":""Sometimes""},{""value"":""Always or cannot do at all"",""label"":""Always or cannot do at all""}]}"	Never	SB:amp_value_set	sb_fallback		Never | Occasionally | Often | Sometimes | Always or cannot do at all
299	pdq39_11_showering	AMP-PD	"{""name"":""pdq39_11_showering"",""type"":""string"",""constraints"":{""enum"":[""Never"",""Occasionally"",""Often"",""Sometimes"",""Always or cannot do at all""]},""categories"":[{""value"":""Never"",""label"":""Never""},{""value"":""Occasionally"",""label"":""Occasionally""},{""value"":""Often"",""label"":""Often""},{""value"":""Sometimes"",""label"":""Sometimes""},{""value"":""Always or cannot do at all"",""label"":""Always or cannot do at all""}]}"	Never	SB:amp_value_set	sb_fallback		Never | Occasionally | Often | Sometimes | Always or cannot do at all
300	pdq39_12_dressing	AMP-PD	"{""name"":""pdq39_12_dressing"",""type"":""string"",""constraints"":{""enum"":[""Never"",""Occasionally"",""Often"",""Sometimes"",""Always or cannot do at all""]},""categories"":[{""value"":""Never"",""label"":""Never""},{""value"":""Occasionally"",""label"":""Occasionally""},{""value"":""Often"",""label"":""Often""},{""value"":""Sometimes"",""label"":""Sometimes""},{""value"":""Always or cannot do at all"",""label"":""Always or cannot do at all""}]}"	Never	SB:amp_value_set	sb_fallback		Never | Occasionally | Often | Sometimes | Always or cannot do at all
301	pdq39_13_buttons_and_shoelaces	AMP-PD	"{""name"":""pdq39_13_buttons_and_shoelaces"",""type"":""string"",""constraints"":{""enum"":[""Never"",""Occasionally"",""Often"",""Sometimes"",""Always or cannot do at all""]},""categories"":[{""value"":""Never"",""label"":""Never""},{""value"":""Occasionally"",""label"":""Occasionally""},{""value"":""Often"",""label"":""Often""},{""value"":""Sometimes"",""label"":""Sometimes""},{""value"":""Always or cannot do at all"",""label"":""Always or cannot do at all""}]}"	Never	SB:amp_value_set	sb_fallback		Never | Occasionally | Often | Sometimes | Always or cannot do at all
302	pdq39_14_writing	AMP-PD	"{""name"":""pdq39_14_writing"",""type"":""string"",""constraints"":{""enum"":[""Never"",""Occasionally"",""Often"",""Sometimes"",""Always or cannot do at all""]},""categories"":[{""value"":""Never"",""label"":""Never""},{""value"":""Occasionally"",""label"":""Occasionally""},{""value"":""Often"",""label"":""Often""},{""value"":""Sometimes"",""label"":""Sometimes""},{""value"":""Always or cannot do at all"",""label"":""Always or cannot do at all""}]}"	Never	SB:amp_value_set	sb_fallback		Never | Occasionally | Often | Sometimes | Always or cannot do at all
303	pdq39_15_cutting_food	AMP-PD	"{""name"":""pdq39_15_cutting_food"",""type"":""string"",""constraints"":{""enum"":[""Never"",""Occasionally"",""Often"",""Sometimes"",""Always or cannot do at all""]},""categories"":[{""value"":""Never"",""label"":""Never""},{""value"":""Occasionally"",""label"":""Occasionally""},{""value"":""Often"",""label"":""Often""},{""value"":""Sometimes"",""label"":""Sometimes""},{""value"":""Always or cannot do at all"",""label"":""Always or cannot do at all""}]}"	Never	SB:amp_value_set	sb_fallback		Never | Occasionally | Often | Sometimes | Always or cannot do at all
304	pdq39_16_spill_drink	AMP-PD	"{""name"":""pdq39_16_spill_drink"",""type"":""string"",""constraints"":{""enum"":[""Never"",""Occasionally"",""Often"",""Sometimes"",""Always or cannot do at all""]},""categories"":[{""value"":""Never"",""label"":""Never""},{""value"":""Occasionally"",""label"":""Occasionally""},{""value"":""Often"",""label"":""Often""},{""value"":""Sometimes"",""label"":""Sometimes""},{""value"":""Always or cannot do at all"",""label"":""Always or cannot do at all""}]}"	Never	SB:amp_value_set	sb_fallback		Never | Occasionally | Often | Sometimes | Always or cannot do at all
305	pdq39_17_depressed	AMP-PD	"{""name"":""pdq39_17_depressed"",""type"":""string"",""constraints"":{""enum"":[""Never"",""Occasionally"",""Often"",""Sometimes"",""Always or cannot do at all""]},""categories"":[{""value"":""Never"",""label"":""Never""},{""value"":""Occasionally"",""label"":""Occasionally""},{""value"":""Often"",""label"":""Often""},{""value"":""Sometimes"",""label"":""Sometimes""},{""value"":""Always or cannot do at all"",""label"":""Always or cannot do at all""}]}"	Never	SB:amp_value_set	sb_fallback		Never | Occasionally | Often | Sometimes | Always or cannot do at all
306	pdq39_18_lonely	AMP-PD	"{""name"":""pdq39_18_lonely"",""type"":""string"",""constraints"":{""enum"":[""Never"",""Occasionally"",""Often"",""Sometimes"",""Always or cannot do at all""]},""categories"":[{""value"":""Never"",""label"":""Never""},{""value"":""Occasionally"",""label"":""Occasionally""},{""value"":""Often"",""label"":""Often""},{""value"":""Sometimes"",""label"":""Sometimes""},{""value"":""Always or cannot do at all"",""label"":""Always or cannot do at all""}]}"	Never	SB:amp_value_set	sb_fallback		Never | Occasionally | Often | Sometimes | Always or cannot do at all
307	pdq39_19_weepy	AMP-PD	"{""name"":""pdq39_19_weepy"",""type"":""string"",""constraints"":{""enum"":[""Never"",""Occasionally"",""Often"",""Sometimes"",""Always or cannot do at all""]},""categories"":[{""value"":""Never"",""label"":""Never""},{""value"":""Occasionally"",""label"":""Occasionally""},{""value"":""Often"",""label"":""Often""},{""value"":""Sometimes"",""label"":""Sometimes""},{""value"":""Always or cannot do at all"",""label"":""Always or cannot do at all""}]}"	Never	SB:amp_value_set	sb_fallback		Never | Occasionally | Often | Sometimes | Always or cannot do at all
308	pdq39_20_angry	AMP-PD	"{""name"":""pdq39_20_angry"",""type"":""string"",""constraints"":{""enum"":[""Never"",""Occasionally"",""Often"",""Sometimes"",""Always or cannot do at all""]},""categories"":[{""value"":""Never"",""label"":""Never""},{""value"":""Occasionally"",""label"":""Occasionally""},{""value"":""Often"",""label"":""Often""},{""value"":""Sometimes"",""label"":""Sometimes""},{""value"":""Always or cannot do at all"",""label"":""Always or cannot do at all""}]}"	Never	SB:amp_value_set	sb_fallback		Never | Occasionally | Often | Sometimes | Always or cannot do at all
309	pdq39_21_anxious	AMP-PD	"{""name"":""pdq39_21_anxious"",""type"":""string"",""constraints"":{""enum"":[""Never"",""Occasionally"",""Often"",""Sometimes"",""Always or cannot do at all""]},""categories"":[{""value"":""Never"",""label"":""Never""},{""value"":""Occasionally"",""label"":""Occasionally""},{""value"":""Often"",""label"":""Often""},{""value"":""Sometimes"",""label"":""Sometimes""},{""value"":""Always or cannot do at all"",""label"":""Always or cannot do at all""}]}"	Never	SB:amp_value_set	sb_fallback		Never | Occasionally | Often | Sometimes | Always or cannot do at all
310	pdq39_22_worried_about_future	AMP-PD	"{""name"":""pdq39_22_worried_about_future"",""type"":""string"",""constraints"":{""enum"":[""Never"",""Occasionally"",""Often"",""Sometimes"",""Always or cannot do at all""]},""categories"":[{""value"":""Never"",""label"":""Never""},{""value"":""Occasionally"",""label"":""Occasionally""},{""value"":""Often"",""label"":""Often""},{""value"":""Sometimes"",""label"":""Sometimes""},{""value"":""Always or cannot do at all"",""label"":""Always or cannot do at all""}]}"	Never	SB:amp_value_set	sb_fallback		Never | Occasionally | Often | Sometimes | Always or cannot do at all
311	pdq39_23_hide_pd_from_people	AMP-PD	"{""name"":""pdq39_23_hide_pd_from_people"",""type"":""string"",""constraints"":{""enum"":[""Never"",""Occasionally"",""Often"",""Sometimes"",""Always or cannot do at all""]},""categories"":[{""value"":""Never"",""label"":""Never""},{""value"":""Occasionally"",""label"":""Occasionally""},{""value"":""Often"",""label"":""Often""},{""value"":""Sometimes"",""label"":""Sometimes""},{""value"":""Always or cannot do at all"",""label"":""Always or cannot do at all""}]}"	Never	SB:amp_value_set	sb_fallback		Never | Occasionally | Often | Sometimes | Always or cannot do at all
312	pdq39_24_avoid_eat_drink_in_public	AMP-PD	"{""name"":""pdq39_24_avoid_eat_drink_in_public"",""type"":""string"",""constraints"":{""enum"":[""Never"",""Occasionally"",""Often"",""Sometimes"",""Always or cannot do at all""]},""categories"":[{""value"":""Never"",""label"":""Never""},{""value"":""Occasionally"",""label"":""Occasionally""},{""value"":""Often"",""label"":""Often""},{""value"":""Sometimes"",""label"":""Sometimes""},{""value"":""Always or cannot do at all"",""label"":""Always or cannot do at all""}]}"	Never	SB:amp_value_set	sb_fallback		Never | Occasionally | Often | Sometimes | Always or cannot do at all
313	pdq39_25_embarassed_in_public	AMP-PD	"{""name"":""pdq39_25_embarassed_in_public"",""type"":""string"",""constraints"":{""enum"":[""Never"",""Occasionally"",""Often"",""Sometimes"",""Always or cannot do at all""]},""categories"":[{""value"":""Never"",""label"":""Never""},{""value"":""Occasionally"",""label"":""Occasionally""},{""value"":""Often"",""label"":""Often""},{""value"":""Sometimes"",""label"":""Sometimes""},{""value"":""Always or cannot do at all"",""label"":""Always or cannot do at all""}]}"	Never	SB:amp_value_set	sb_fallback		Never | Occasionally | Often | Sometimes | Always or cannot do at all
314	pdq39_26_worried_about_reactions	AMP-PD	"{""name"":""pdq39_26_worried_about_reactions"",""type"":""string"",""constraints"":{""enum"":[""Never"",""Occasionally"",""Often"",""Sometimes"",""Always or cannot do at all""]},""categories"":[{""value"":""Never"",""label"":""Never""},{""value"":""Occasionally"",""label"":""Occasionally""},{""value"":""Often"",""label"":""Often""},{""value"":""Sometimes"",""label"":""Sometimes""},{""value"":""Always or cannot do at all"",""label"":""Always or cannot do at all""}]}"	Never	SB:amp_value_set	sb_fallback		Never | Occasionally | Often | Sometimes | Always or cannot do at all
315	pdq39_27_close_personal_relations	AMP-PD	"{""name"":""pdq39_27_close_personal_relations"",""type"":""string"",""constraints"":{""enum"":[""Never"",""Occasionally"",""Often"",""Sometimes"",""Always or cannot do at all""]},""categories"":[{""value"":""Never"",""label"":""Never""},{""value"":""Occasionally"",""label"":""Occasionally""},{""value"":""Often"",""label"":""Often""},{""value"":""Sometimes"",""label"":""Sometimes""},{""value"":""Always or cannot do at all"",""label"":""Always or cannot do at all""}]}"	Never	SB:amp_value_set	sb_fallback		Never | Occasionally | Often | Sometimes | Always or cannot do at all
316	pdq39_28_support_from_spouse	AMP-PD	"{""name"":""pdq39_28_support_from_spouse"",""type"":""string"",""constraints"":{""enum"":[""Never"",""Occasionally"",""Often"",""Sometimes"",""Always or cannot do at all""]},""categories"":[{""value"":""Never"",""label"":""Never""},{""value"":""Occasionally"",""label"":""Occasionally""},{""value"":""Often"",""label"":""Often""},{""value"":""Sometimes"",""label"":""Sometimes""},{""value"":""Always or cannot do at all"",""label"":""Always or cannot do at all""}]}"	Never	SB:amp_value_set	sb_fallback		Never | Occasionally | Often | Sometimes | Always or cannot do at all
317	pdq39_29_support_from_family	AMP-PD	"{""name"":""pdq39_29_support_from_family"",""type"":""string"",""constraints"":{""enum"":[""Never"",""Occasionally"",""Often"",""Sometimes"",""Always or cannot do at all""]},""categories"":[{""value"":""Never"",""label"":""Never""},{""value"":""Occasionally"",""label"":""Occasionally""},{""value"":""Often"",""label"":""Often""},{""value"":""Sometimes"",""label"":""Sometimes""},{""value"":""Always or cannot do at all"",""label"":""Always or cannot do at all""}]}"	Never	SB:amp_value_set	sb_fallback		Never | Occasionally | Often | Sometimes | Always or cannot do at all
318	pdq39_30_sleep_in_day	AMP-PD	"{""name"":""pdq39_30_sleep_in_day"",""type"":""string"",""constraints"":{""enum"":[""Never"",""Occasionally"",""Often"",""Sometimes"",""Always or cannot do at all""]},""categories"":[{""value"":""Never"",""label"":""Never""},{""value"":""Occasionally"",""label"":""Occasionally""},{""value"":""Often"",""label"":""Often""},{""value"":""Sometimes"",""label"":""Sometimes""},{""value"":""Always or cannot do at all"",""label"":""Always or cannot do at all""}]}"	Never	SB:amp_value_set	sb_fallback		Never | Occasionally | Often | Sometimes | Always or cannot do at all
319	pdq39_31_problem_with_concentration	AMP-PD	"{""name"":""pdq39_31_problem_with_concentration"",""type"":""string"",""constraints"":{""enum"":[""Never"",""Occasionally"",""Often"",""Sometimes"",""Always or cannot do at all""]},""categories"":[{""value"":""Never"",""label"":""Never""},{""value"":""Occasionally"",""label"":""Occasionally""},{""value"":""Often"",""label"":""Often""},{""value"":""Sometimes"",""label"":""Sometimes""},{""value"":""Always or cannot do at all"",""label"":""Always or cannot do at all""}]}"	Never	SB:amp_value_set	sb_fallback		Never | Occasionally | Often | Sometimes | Always or cannot do at all
320	pdq39_32_memory_is_failing	AMP-PD	"{""name"":""pdq39_32_memory_is_failing"",""type"":""string"",""constraints"":{""enum"":[""Never"",""Occasionally"",""Often"",""Sometimes"",""Always or cannot do at all""]},""categories"":[{""value"":""Never"",""label"":""Never""},{""value"":""Occasionally"",""label"":""Occasionally""},{""value"":""Often"",""label"":""Often""},{""value"":""Sometimes"",""label"":""Sometimes""},{""value"":""Always or cannot do at all"",""label"":""Always or cannot do at all""}]}"	Never	SB:amp_value_set	sb_fallback		Never | Occasionally | Often | Sometimes | Always or cannot do at all
321	pdq39_33_hallucinations	AMP-PD	"{""name"":""pdq39_33_hallucinations"",""type"":""string"",""constraints"":{""enum"":[""Never"",""Occasionally"",""Often"",""Sometimes"",""Always or cannot do at all""]},""categories"":[{""value"":""Never"",""label"":""Never""},{""value"":""Occasionally"",""label"":""Occasionally""},{""value"":""Often"",""label"":""Often""},{""value"":""Sometimes"",""label"":""Sometimes""},{""value"":""Always or cannot do at all"",""label"":""Always or cannot do at all""}]}"	Never	SB:amp_value_set	sb_fallback		Never | Occasionally | Often | Sometimes | Always or cannot do at all
322	pdq39_34_speaking	AMP-PD	"{""name"":""pdq39_34_speaking"",""type"":""string"",""constraints"":{""enum"":[""Never"",""Occasionally"",""Often"",""Sometimes"",""Always or cannot do at all""]},""categories"":[{""value"":""Never"",""label"":""Never""},{""value"":""Occasionally"",""label"":""Occasionally""},{""value"":""Often"",""label"":""Often""},{""value"":""Sometimes"",""label"":""Sometimes""},{""value"":""Always or cannot do at all"",""label"":""Always or cannot do at all""}]}"	Never	SB:amp_value_set	sb_fallback		Never | Occasionally | Often | Sometimes | Always or cannot do at all
323	pdq39_35_unable_to_communicate	AMP-PD	"{""name"":""pdq39_35_unable_to_communicate"",""type"":""string"",""constraints"":{""enum"":[""Never"",""Occasionally"",""Often"",""Sometimes"",""Always or cannot do at all""]},""categories"":[{""value"":""Never"",""label"":""Never""},{""value"":""Occasionally"",""label"":""Occasionally""},{""value"":""Often"",""label"":""Often""},{""value"":""Sometimes"",""label"":""Sometimes""},{""value"":""Always or cannot do at all"",""label"":""Always or cannot do at all""}]}"	Never	SB:amp_value_set	sb_fallback		Never | Occasionally | Often | Sometimes | Always or cannot do at all
324	pdq39_36_felt_ignored	AMP-PD	"{""name"":""pdq39_36_felt_ignored"",""type"":""string"",""constraints"":{""enum"":[""Never"",""Occasionally"",""Often"",""Sometimes"",""Always or cannot do at all""]},""categories"":[{""value"":""Never"",""label"":""Never""},{""value"":""Occasionally"",""label"":""Occasionally""},{""value"":""Often"",""label"":""Often""},{""value"":""Sometimes"",""label"":""Sometimes""},{""value"":""Always or cannot do at all"",""label"":""Always or cannot do at all""}]}"	Never	SB:amp_value_set	sb_fallback		Never | Occasionally | Often | Sometimes | Always or cannot do at all
325	pdq39_37_muscle_cramps	AMP-PD	"{""name"":""pdq39_37_muscle_cramps"",""type"":""string"",""constraints"":{""enum"":[""Never"",""Occasionally"",""Often"",""Sometimes"",""Always or cannot do at all""]},""categories"":[{""value"":""Never"",""label"":""Never""},{""value"":""Occasionally"",""label"":""Occasionally""},{""value"":""Often"",""label"":""Often""},{""value"":""Sometimes"",""label"":""Sometimes""},{""value"":""Always or cannot do at all"",""label"":""Always or cannot do at all""}]}"	Never	SB:amp_value_set	sb_fallback		Never | Occasionally | Often | Sometimes | Always or cannot do at all
326	pdq39_38_joint_pains	AMP-PD	"{""name"":""pdq39_38_joint_pains"",""type"":""string"",""constraints"":{""enum"":[""Never"",""Occasionally"",""Often"",""Sometimes"",""Always or cannot do at all""]},""categories"":[{""value"":""Never"",""label"":""Never""},{""value"":""Occasionally"",""label"":""Occasionally""},{""value"":""Often"",""label"":""Often""},{""value"":""Sometimes"",""label"":""Sometimes""},{""value"":""Always or cannot do at all"",""label"":""Always or cannot do at all""}]}"	Never	SB:amp_value_set	sb_fallback		Never | Occasionally | Often | Sometimes | Always or cannot do at all
327	pdq39_39_hot_or_cold	AMP-PD	"{""name"":""pdq39_39_hot_or_cold"",""type"":""string"",""constraints"":{""enum"":[""Never"",""Occasionally"",""Often"",""Sometimes"",""Always or cannot do at all""]},""categories"":[{""value"":""Never"",""label"":""Never""},{""value"":""Occasionally"",""label"":""Occasionally""},{""value"":""Often"",""label"":""Often""},{""value"":""Sometimes"",""label"":""Sometimes""},{""value"":""Always or cannot do at all"",""label"":""Always or cannot do at all""}]}"	Never	SB:amp_value_set	sb_fallback		Never | Occasionally | Often | Sometimes | Always or cannot do at all
328	pdq39_adl_score	AMP-PD	"{""name"":""pdq39_adl_score"",""type"":""number"",""constraints"":{""minimum"":0.0,""maximum"":100.0}}"	50.0	SB:amp_value_set + AMP:DataType=Float	sb_fallback		0 - 100
329	pdq39_cognition_score	AMP-PD	"{""name"":""pdq39_cognition_score"",""type"":""number"",""constraints"":{""minimum"":0.0,""maximum"":100.0}}"	50.0	SB:amp_value_set + AMP:DataType=Float	sb_fallback		0 - 100
330	pdq39_communication_score	AMP-PD	"{""name"":""pdq39_communication_score"",""type"":""number"",""constraints"":{""minimum"":0.0,""maximum"":100.0}}"	50.0	SB:amp_value_set + AMP:DataType=Float	sb_fallback		0 - 100
331	pdq39_discomfort_score	AMP-PD	"{""name"":""pdq39_discomfort_score"",""type"":""number"",""constraints"":{""minimum"":0.0,""maximum"":100.0}}"	50.0	SB:amp_value_set + AMP:DataType=Float	sb_fallback		0 - 100
332	pdq39_emotional_score	AMP-PD	"{""name"":""pdq39_emotional_score"",""type"":""number"",""constraints"":{""minimum"":0.0,""maximum"":100.0}}"	50.0	SB:amp_value_set + AMP:DataType=Float	sb_fallback		0 - 100
333	pdq39_mobility_score	AMP-PD	"{""name"":""pdq39_mobility_score"",""type"":""number"",""constraints"":{""minimum"":0.0,""maximum"":100.0}}"	50.0	SB:amp_value_set + AMP:DataType=Float	sb_fallback		0 - 100
334	pdq39_social_score	AMP-PD	"{""name"":""pdq39_social_score"",""type"":""number"",""constraints"":{""minimum"":0.0,""maximum"":100.0}}"	50.0	SB:amp_value_set + AMP:DataType=Float	sb_fallback		0 - 100
335	pdq39_stigma_score	AMP-PD	"{""name"":""pdq39_stigma_score"",""type"":""number"",""constraints"":{""minimum"":0.0,""maximum"":100.0}}"	50.0	SB:amp_value_set + AMP:DataType=Float	sb_fallback		0 - 100
